7.555655241012573242e-01,2.444344758987426758e-01
7.075315713882446289e-01,2.924683988094329834e-01
5.113378763198852539e-01,4.886620938777923584e-01
5.581685304641723633e-01,4.418314695358276367e-01
6.925969123840332031e-01,3.074030876159667969e-01
6.993725895881652832e-01,3.006274104118347168e-01
4.717345237731933594e-01,5.282654762268066406e-01
6.925969123840332031e-01,3.074030876159667969e-01
5.113378763198852539e-01,4.886620938777923584e-01
4.868776202201843262e-01,5.131223797798156738e-01
7.228125929832458496e-01,2.771874070167541504e-01
6.993725895881652832e-01,3.006274104118347168e-01
7.075315713882446289e-01,2.924683988094329834e-01
6.590866446495056152e-01,3.409133553504943848e-01
7.720725536346435547e-01,2.279274463653564453e-01
4.717345237731933594e-01,5.282654762268066406e-01
6.925969123840332031e-01,3.074030876159667969e-01
7.335479259490966797e-01,2.664520740509033203e-01
6.993725895881652832e-01,3.006274104118347168e-01
5.113378763198852539e-01,4.886620938777923584e-01
6.805244088172912598e-01,3.194755911827087402e-01
5.113378763198852539e-01,4.886620938777923584e-01
6.925969123840332031e-01,3.074030876159667969e-01
6.590866446495056152e-01,3.409133553504943848e-01
6.993725895881652832e-01,3.006274104118347168e-01
6.482112407684326172e-01,3.517887890338897705e-01
6.993725895881652832e-01,3.006274104118347168e-01
6.993725895881652832e-01,3.006274104118347168e-01
6.925969123840332031e-01,3.074030876159667969e-01
6.993725895881652832e-01,3.006274104118347168e-01
7.075315713882446289e-01,2.924683988094329834e-01
6.925969123840332031e-01,3.074030876159667969e-01
6.925969123840332031e-01,3.074030876159667969e-01
5.113378763198852539e-01,4.886620938777923584e-01
6.925969123840332031e-01,3.074030876159667969e-01
6.993725895881652832e-01,3.006274104118347168e-01
7.075315713882446289e-01,2.924683988094329834e-01
6.461062431335449219e-01,3.538937270641326904e-01
6.993725895881652832e-01,3.006274104118347168e-01
7.008611559867858887e-01,2.991388440132141113e-01
6.872006654739379883e-01,3.127993643283843994e-01
6.993725895881652832e-01,3.006274104118347168e-01
5.113378763198852539e-01,4.886620938777923584e-01
4.868776202201843262e-01,5.131223797798156738e-01
5.113378763198852539e-01,4.886620938777923584e-01
5.301356911659240723e-01,4.698643088340759277e-01
6.993725895881652832e-01,3.006274104118347168e-01
6.590866446495056152e-01,3.409133553504943848e-01
6.925969123840332031e-01,3.074030876159667969e-01
5.113378763198852539e-01,4.886620938777923584e-01
6.590866446495056152e-01,3.409133553504943848e-01
5.581685304641723633e-01,4.418314695358276367e-01
7.517920732498168945e-01,2.482079267501831055e-01
6.925969123840332031e-01,3.074030876159667969e-01
7.633172273635864258e-01,2.366827428340911865e-01
6.925969123840332031e-01,3.074030876159667969e-01
7.075315713882446289e-01,2.924683988094329834e-01
6.408745050430297852e-01,3.591254651546478271e-01
